date	index
2018-08-29	8.3732
2018-08-30	6.10047
2018-08-31	7.17703
2018-09-01	6.93779
2018-09-02	7.29665
2018-09-03	8.61244
2018-09-04	8.49282
2018-09-05	13.51674
2018-09-06	7.89473
2018-09-07	10.88516
2018-09-08	10.88516
2018-09-09	13.51674
2018-09-10	11.48325
2018-09-11	20.69377
2018-09-12	17.94258
2018-09-13	17.46411
2018-09-14	14.23444
2018-09-15	13.75598
2018-09-16	16.50717
2018-09-17	13.99521
2018-09-18	11.48325
2018-09-19	13.27751
2018-09-20	18.30143
2018-09-21	15.66985
2018-09-22	17.70334
2018-09-23	11.48325
2018-09-24	13.63636
2018-09-25	22.36842
2018-09-26	33.49282
2018-09-27	37.67942
2018-09-28	38.39712
2018-09-29	36.36363
2018-09-30	45.33492
2018-10-01	58.61244
2018-10-02	56.93779
2018-10-03	62.79904
2018-10-04	56.81818
2018-10-05	60.04784
2018-10-06	64.23444
2018-10-07	60.52631
2018-10-08	55.98086
2018-10-09	76.79425
2018-10-10	93.18181
2018-10-11	100.0
2018-10-12	83.13397
2018-10-13	69.73684
2018-10-14	74.76076
2018-10-15	62.5598
2018-10-16	64.11483
2018-10-17	60.16746
2018-10-18	57.05741
2018-10-19	57.89473
2018-10-20	54.9043
2018-10-21	61.96172
2018-10-22	53.94736
2018-10-23	58.25358
2018-10-24	49.52153
2018-10-25	45.69377
2018-10-26	48.92344
2018-10-27	54.66507
2018-10-28	64.83253
2018-10-29	66.50717
2018-10-30	69.97607
2018-10-31	53.22966
2018-11-01	47.72727
2018-11-02	38.99521
2018-11-03	36.1244
2018-11-04	41.38755
2018-11-05	36.96172
2018-11-06	40.311
2018-11-07	40.43062
2018-11-08	34.44976
2018-11-09	33.97129
2018-11-10	34.21052
2018-11-11	36.60287
2018-11-12	38.39712
2018-11-13	42.34449
2018-11-14	37.91866
2018-11-15	35.28708
2018-11-16	32.77511
2018-11-17	37.32057
2018-11-18	43.18181
2018-11-19	39.71291
2018-11-20	41.74641
2018-11-21	32.41626
2018-11-22	38.39712
2018-11-23	27.87081
2018-11-24	26.79425
2018-11-25	27.87081
2018-11-26	20.33492
2018-11-27	22.60765
2018-11-28	22.9665
2018-11-29	20.57416
2018-11-30	16.62679
2018-12-01	18.7799
2018-12-02	21.88995
2018-12-03	19.61722
2018-12-04	23.68421
2018-12-05	20.21531
2018-12-06	19.97607
2018-12-07	19.97607
2018-12-08	21.77033
2018-12-09	20.33492
2018-12-10	17.82296
2018-12-11	18.18181
2018-12-12	18.18181
2018-12-13	16.0287
2018-12-14	15.19138
2018-12-15	12.67942
2018-12-16	16.38755
2018-12-17	17.22488
2018-12-18	13.39712
2018-12-19	12.67942
2018-12-20	11.96172
2018-12-21	12.67942
2018-12-22	12.08133
2018-12-23	12.44019
2018-12-24	10.40669
2018-12-25	12.20095
2018-12-26	14.23444
2018-12-27	11.24401
2018-12-28	11.00478
2018-12-29	12.91866
2018-12-30	12.32057
2018-12-31	9.92822
